canonical_name,pokemon_database_id,pokemon_database_raw,pokemon_csv_raw,sprite_file_raw,in_anchor,in_pokemon_csv,in_sprite_file
Tapu Koko,1314,Tapu Koko,Tapu Koko,,True,True,False
Tapu Lele,1315,Tapu Lele,Tapu Lele,,True,True,False
Tapu-Bulu,,,,Tapu-Bulu,False,False,True
Tapu-Fini,,,,Tapu-Fini,False,False,True
Tapu-Koko,,,,Tapu-Koko,False,False,True
Tapu-Lele,,,,Tapu-Lele,False,False,True
Tarountula,1712,Tarountula,,Tarountula,True,False,True
Tatsugiri,1706,Tatsugiri,,,True,False,False
Tatsugiri-Curly,,,,Tatsugiri-Curly,False,False,True
Tatsugiri-Curly (Mega),,,,Tatsugiri-Curly-Mega,False,False,True
Tatsugiri-Droopy,,,,Tatsugiri-Droopy,False,False,True
Tatsugiri-Droopy (Mega),,,,Tatsugiri-Droopy-Mega,False,False,True
Tatsugiri-Stretchy,,,,Tatsugiri-Stretchy,False,False,True
Tatsugiri-Stretchy (Mega),,,,Tatsugiri-Stretchy-Mega,False,False,True
Tauros,224,Tauros,Tauros,Tauros,True,True,True
Tauros-Paldea-Aqua-Breed,,,,Tauros-Paldea-Aqua-Breed,False,False,True
Tauros-Paldea-Blaze-Breed,,,,Tauros-Paldea-Blaze-Breed,False,False,True
Tauros-Paldea-Combat-Breed,,,,Tauros-Paldea-Combat-Breed,False,False,True
Teddiursa,340,Teddiursa,Teddiursa,Teddiursa,True,True,True
Tentacool,1150,Tentacool,Tentacool,Tentacool,True,True,True
Tentacruel,1254,Tentacruel,Tentacruel,Tentacruel,True,True,True
Tepig,832,Tepig,Tepig,Tepig,True,True,True
Terapagos,1769,Terapagos,,Terapagos,True,False,True
Terapagos-Stellar,,,,Terapagos-Stellar,False,False,True
Terapagos-Terastal,,,,Terapagos-Terastal,False,False,True
Terrakion,1014,Terrakion,Terrakion,Terrakion,True,True,True
Thievul,1489,Thievul,Thievul,Thievul,True,True,True
Throh,872,Throh,Throh,Throh,True,True,True
Thundurus,1018,Thundurus,,,True,False,False
Thundurus Incarnate Forme,,,Thundurus Incarnate Forme,,False,True,False
Thundurus Therian Forme,,,Thundurus Therian Forme,,False,True,False
Thundurus-Incarnate,,,,Thundurus-Incarnate,False,False,True
Thundurus-Therian,,,,Thundurus-Therian,False,False,True
Thwackey,1440,Thwackey,Thwackey,Thwackey,True,True,True
Timburr,866,Timburr,Timburr,Timburr,True,True,True
Ting-Lu,1682,Ting-Lu,,Ting-Lu,True,False,True
Tinkatink,1729,Tinkatink,,Tinkatink,True,False,True
Tinkaton,1731,Tinkaton,,Tinkaton,True,False,True
Tinkatuff,1730,Tinkatuff,,Tinkatuff,True,False,True
Tirtouga,918,Tirtouga,Tirtouga,Tirtouga,True,True,True
Toedscool,1720,Toedscool,,Toedscool,True,False,True
Toedscruel,1721,Toedscruel,,Toedscruel,True,False,True
Togedemaru,1305,Togedemaru,Togedemaru,Togedemaru,True,True,True
Togedemaru-Totem,,,,Togedemaru-Totem,False,False,True
Togekiss,713,Togekiss,Togekiss,Togekiss,True,True,True
Togepi,264,Togepi,Togepi,Togepi,True,True,True
Togetic,265,Togetic,Togetic,Togetic,True,True,True
Torchic,383,Torchic,Torchic,Torchic,True,True,True
Torkoal,452,Torkoal,Torkoal,Torkoal,True,True,True
Tornadus,1017,Tornadus,,,True,False,False
Tornadus Incarnate Forme,,,Tornadus Incarnate Forme,,False,True,False
Tornadus Therian Forme,,,Tornadus Therian Forme,,False,True,False
Tornadus-Incarnate,,,,Tornadus-Incarnate,False,False,True
Tornadus-Therian,,,,Tornadus-Therian,False,False,True
Torracat,1250,Torracat,Torracat,Torracat,True,True,True
Torterra,593,Torterra,Torterra,Torterra,True,True,True
Totodile,251,Totodile,Totodile,Totodile,True,True,True
Toucannon,1258,Toucannon,Toucannon,Toucannon,True,True,True
Toxapex,1274,Toxapex,Toxapex,Toxapex,True,True,True
Toxel,14,Toxel,Toxel,Toxel,True,True,True
Toxicroak,652,Toxicroak,Toxicroak,Toxicroak,True,True,True
Toxitricity (Gigantamax),,,Gigantamax Toxitricity,,False,True,False
Toxitricity Low Key Forme,,,Toxitricity Low Key Forme,,False,True,False
Toxtricity,15,Toxtricity,,,True,False,False
Toxtricity (Gigantamax),1536,Toxtricity (Gigantamax),,,True,False,False
Toxtricity Amped Forme,,,Toxtricity Amped Forme,,False,True,False
Toxtricity-Amped,,,,Toxtricity-Amped,False,False,True
Toxtricity-Amped (Gigantamax),,,,Toxtricity-Amped-Gmax,False,False,True
Toxtricity-Low-Key,,,,Toxtricity-Low-Key,False,False,True
Toxtricity-Low-Key (Gigantamax),,,,Toxtricity-Low-Key-Gmax,False,False,True
Tranquill,854,Tranquill,Tranquill,Tranquill,True,True,True
Trapinch,456,Trapinch,Trapinch,Trapinch,True,True,True
Treecko,380,Treecko,Treecko,Treecko,True,True,True
Trevenant,1138,Trevenant,Trevenant,Trevenant,True,True,True
Tropius,485,Tropius,Tropius,Tropius,True,True,True
Trubbish,922,Trubbish,Trubbish,Trubbish,True,True,True
Trumbeak,1257,Trumbeak,Trumbeak,Trumbeak,True,True,True
Tsareena,1291,Tsareena,Tsareena,Tsareena,True,True,True
Turtonator,1304,Turtonator,Turtonator,Turtonator,True,True,True
Turtwig,591,Turtwig,Turtwig,Turtwig,True,True,True
Tympole,869,Tympole,Tympole,Tympole,True,True,True
Tynamo,974,Tynamo,Tynamo,Tynamo,True,True,True
Type-Null,,,,Type-Null,False,False,True
Type: Null,1300,Type: Null,Type: Null,,True,True,False
Typhlosion,250,Typhlosion,Typhlosion,Typhlosion,True,True,True
Typhlosion (Hisuian),1628,Typhlosion (Hisui),,Typhlosion-Hisui,True,False,True
Tyranitar,372,Tyranitar,Tyranitar,Tyranitar,True,True,True
Tyranitar (Mega),1397,Tyranitar (Mega),Mega Tyranitar,Tyranitar-Mega,True,True,True
Tyrantrum,1125,Tyrantrum,Tyrantrum,Tyrantrum,True,True,True
Tyrogue,360,Tyrogue,Tyrogue,Tyrogue,True,True,True
Tyrunt,1124,Tyrunt,Tyrunt,Tyrunt,True,True,True
Ultra Necrozma,,,Ultra Necrozma,,False,True,False
Umbreon,297,Umbreon,Umbreon,Umbreon,True,True,True
Unfezant,855,Unfezant,Unfezant,Unfezant,True,True,True
Unown,325,Unown,Unown,Unown,True,True,True
Ursaluna,1621,Ursaluna,,Ursaluna,True,False,True
Ursaluna-Bloodmoon,,,,Ursaluna-Bloodmoon,False,False,True
Ursaring,341,Ursaring,Ursaring,Ursaring,True,True,True
Urshifu,39,Urshifu,,,True,False,False
Urshifu (Gigantamax),1600,Urshifu (Gigantamax),,,True,False,False
Urshifu Rapid Strike Style,,,Urshifu Rapid Strike Style,,False,True,False
Urshifu Rapid Strike Style (Gigantamax),,,Gigantamax Urshifu Rapid Strike Style,,False,True,False
Urshifu Single Strike Style,,,Urshifu Single Strike Style,,False,True,False
Urshifu Single Strike Style (Gigantamax),,,Gigantamax Urshifu Single Strike Style,,False,True,False
Urshifu-Rapid-Strike,,,,Urshifu-Rapid-Strike,False,False,True
Urshifu-Rapid-Strike (Gigantamax),,,,Urshifu-Rapid-Strike-Gmax,False,False,True
Urshifu-Single-Strike,,,,Urshifu-Single-Strike,False,False,True
Urshifu-Single-Strike (Gigantamax),,,,Urshifu-Single-Strike-Gmax,False,False,True
Uxie,730,Uxie,Uxie,Uxie,True,True,True
Vanillish,953,Vanillish,Vanillish,Vanillish,True,True,True
Vanillite,952,Vanillite,Vanillite,Vanillite,True,True,True
Vanilluxe,954,Vanilluxe,Vanilluxe,Vanilluxe,True,True,True
Vaporeon,229,Vaporeon,Vaporeon,Vaporeon,True,True,True
Varoom,1718,Varoom,,Varoom,True,False,True
Veluza,1707,Veluza,,Veluza,True,False,True
Venipede,877,Venipede,Venipede,Venipede,True,True,True
Venomoth,71,Venomoth,Venomoth,Venomoth,True,True,True
Venonat,70,Venonat,Venonat,Venonat,True,True,True
Venusaur,3,Venusaur,Venusaur,Venusaur,True,True,True
Venusaur (Gigantamax),1526,Venusaur (Gigantamax),Gigantamax Venusaur,Venusaur-Gmax,True,True,True
Venusaur (Mega),4,Venusaur (Mega),Mega Venusaur,Venusaur-Mega,True,True,True
Vespiquen,614,Vespiquen,Vespiquen,Vespiquen,True,True,True
Vibrava,457,Vibrava,Vibrava,Vibrava,True,True,True
Victini,742,Victini,Victini,Victini,True,True,True
Victreebel,1139,Victreebel,Victreebel,Victreebel,True,True,True
Victreebel (Mega),,,,Victreebel-Mega,False,False,True
Vigoroth,416,Vigoroth,Vigoroth,Vigoroth,True,True,True
Vikavolt,1263,Vikavolt,Vikavolt,Vikavolt,True,True,True
Vikavolt-Totem,,,,Vikavolt-Totem,False,False,True
Vileplume,66,Vileplume,Vileplume,Vileplume,True,True,True
Virizion,1016,Virizion,Virizion,Virizion,True,True,True
Vivillon,1083,Vivillon,Vivillon,Vivillon,True,True,True
Volbeat,441,Volbeat,Volbeat,Volbeat,True,True,True
Volcanion,1152,Volcanion,Volcanion,Volcanion,True,True,True
Volcarona,1012,Volcarona,Volcarona,Volcarona,True,True,True
Voltorb,47,Voltorb,Voltorb,Voltorb,True,True,True
Voltorb (Hisuian),1620,Voltorb (Hisui),,Voltorb-Hisui,True,False,True
Vullaby,1003,Vullaby,Vullaby,Vullaby,True,True,True
Vulpix,54,Vulpix,Vulpix,Vulpix,True,True,True
Vulpix (Alolan),55,Vulpix (Alola),Alolan Vulpix,Vulpix-Alola,True,True,True
Wailmer,448,Wailmer,Wailmer,Wailmer,True,True,True
Wailord,449,Wailord,Wailord,Wailord,True,True,True
Walking Wake,1763,Walking Wake,,,True,False,False
Walking-Wake,,,,Walking-Wake,False,False,True
Walrein,493,Walrein,Walrein,Walrein,True,True,True
Wartortle,11,Wartortle,Wartortle,Wartortle,True,True,True
Wash Rotom,,,Wash Rotom,,False,True,False
Watchog,839,Watchog,Watchog,Watchog,True,True,True
Wattrel,1726,Wattrel,,Wattrel,True,False,True
Weavile,683,Weavile,Weavile,Weavile,True,True,True
Weedle,31,Weedle,Weedle,Weedle,True,True,True
Weepinbell,1128,Weepinbell,Weepinbell,Weepinbell,True,True,True
Weezing,144,Weezing,Weezing,Weezing,True,True,True
Weezing (Galarian),1375,Weezing (Galar),Galarian Weezing,Weezing-Galar,True,True,True
Whimsicott,881,Whimsicott,Whimsicott,Whimsicott,True,True,True
Whirlipede,878,Whirlipede,Whirlipede,Whirlipede,True,True,True
Whiscash,468,Whiscash,Whiscash,Whiscash,True,True,True
Whismur,421,Whismur,Whismur,Whismur,True,True,True
White Kyurem,,,White Kyurem,,False,True,False
Wigglytuff,60,Wigglytuff,Wigglytuff,Wigglytuff,True,True,True
Wiglett,1660,Wiglett,,Wiglett,True,False,True
Wimpod,1294,Wimpod,Wimpod,Wimpod,True,True,True
Wingull,406,Wingull,Wingull,Wingull,True,True,True
Wishiwashi,1272,Wishiwashi,,,True,False,False
Wishiwashi School Forme,,,Wishiwashi School Forme,,False,True,False
Wishiwashi Solo Forme,,,Wishiwashi Solo Forme,,False,True,False
Wishiwashi-School,,,,Wishiwashi-School,False,False,True
Wishiwashi-Solo,,,,Wishiwashi-Solo,False,False,True
Wo-Chien,1684,Wo-Chien,,Wo-Chien,True,False,True
Wobbuffet,326,Wobbuffet,Wobbuffet,Wobbuffet,True,True,True
Woobat,861,Woobat,Woobat,Woobat,True,True,True
Wooloo,1492,Wooloo,Wooloo,Wooloo,True,True,True
Wooper,294,Wooper,Wooper,Wooper,True,True,True
Wooper (Paldean),1654,Wooper (Paldea),,Wooper-Paldea,True,False,True
Wormadam,611,Wormadam,,,True,False,False
Wormadam Plant Cloak,,,Wormadam Plant Cloak,,False,True,False
Wormadam Sandy Cloak,,,Wormadam Sandy Cloak,,False,True,False
Wormadam Trash Cloak,,,Wormadam Trash Cloak,,False,True,False
Wormadam-Plant,,,,Wormadam-Plant,False,False,True
Wormadam-Sandy,,,,Wormadam-Sandy,False,False,True
Wormadam-Trash,,,,Wormadam-Trash,False,False,True
Wugtrio,1704,Wugtrio,,Wugtrio,True,False,True
Wurmple,393,Wurmple,Wurmple,Wurmple,True,True,True
Wynaut,488,Wynaut,Wynaut,Wynaut,True,True,True
Wyrdeer,1608,Wyrdeer,,Wyrdeer,True,False,True
Xatu,267,Xatu,Xatu,Xatu,True,True,True
Xerneas,1146,Xerneas,Xerneas,Xerneas,True,True,True
Xurkitree,1326,Xurkitree,Xurkitree,Xurkitree,True,True,True
Yamask,916,Yamask,Yamask,Yamask,True,True,True
Yamask (Galarian),1464,Yamask (Galar),Galarian Yamask,Yamask-Galar,True,True,True
Yamper,1496,Yamper,Yamper,Yamper,True,True,True
Yanma,293,Yanma,Yanma,Yanma,True,True,True
Yanmega,714,Yanmega,Yanmega,Yanmega,True,True,True
Yungoos,1259,Yungoos,Yungoos,Yungoos,True,True,True
Yveltal,1147,Yveltal,Yveltal,Yveltal,True,True,True
Zacian,1448,Zacian,,Zacian,True,False,True
Zacian Crowned Sword Forme,,,Zacian Crowned Sword Forme,,False,True,False
Zacian Hero of Many Battles,,,Zacian Hero of Many Battles,,False,True,False
Zacian-Crowned,,,,Zacian-Crowned,False,False,True
Zamazenta,1450,Zamazenta,,Zamazenta,True,False,True
Zamazenta Crowned Sheild Forme,,,Zamazenta Crowned Sheild Forme,,False,True,False
Zamazenta Hero of Many Battles,,,Zamazenta Hero of Many Battles,,False,True,False
Zamazenta-Crowned,,,,Zamazenta-Crowned,False,False,True
Zangoose,463,Zangoose,Zangoose,Zangoose,True,True,True
Zapdos,240,Zapdos,Zapdos,Zapdos,True,True,True
Zapdos (Galarian),1386,Zapdos (Galar),Galarian Zapdos,Zapdos-Galar,True,True,True
Zarude,1597,Zarude,Zarude,Zarude,True,True,True
Zarude-Dada,,,,Zarude-Dada,False,False,True
Zebstrika,857,Zebstrika,Zebstrika,Zebstrika,True,True,True
Zekrom,1020,Zekrom,Zekrom,Zekrom,True,True,True
Zeraora,1338,Zeraora,Zeraora,Zeraora,True,True,True
Zeraora (Mega),,,,Zeraora-Mega,False,False,True
Zigzagoon,391,Zigzagoon,Zigzagoon,Zigzagoon,True,True,True
Zigzagoon (Galarian),1466,Zigzagoon (Galar),Galarian Zigzagoon,Zigzagoon-Galar,True,True,True
Zoroark,940,Zoroark,Zoroark,Zoroark,True,True,True
Zoroark (Hisuian),1619,Zoroark (Hisui),,Zoroark-Hisui,True,False,True
Zorua,939,Zorua,Zorua,Zorua,True,True,True
Zorua (Hisuian),1617,Zorua (Hisui),,Zorua-Hisui,True,False,True
Zubat,61,Zubat,Zubat,Zubat,True,True,True
Zweilous,1009,Zweilous,Zweilous,Zweilous,True,True,True
Zygarde,1148,Zygarde,,,True,False,False
Zygarde (Mega),,,,Zygarde-Mega,False,False,True
Zygarde 10% Forme,,,Zygarde 10% Forme,,False,True,False
Zygarde 50% Forme,,,Zygarde 50% Forme,,False,True,False
Zygarde Complete Forme,,,Zygarde Complete Forme,,False,True,False
Zygarde-10,,,,Zygarde-10,False,False,True
Zygarde-10-Power-Construct,,,,Zygarde-10-Power-Construct,False,False,True
Zygarde-50,,,,Zygarde-50,False,False,True
Zygarde-50-Power-Construct,,,,Zygarde-50-Power-Construct,False,False,True
Zygarde-Complete,,,,Zygarde-Complete,False,False,True
