pokemon,generation,version_group,move,level_learned
drifloon,8,sword-shield,shadow-ball,20
drifloon,8,sword-shield,stockpile,24
drifloon,8,sword-shield,spit-up,24
drifloon,8,sword-shield,swallow,24
drifloon,8,sword-shield,self-destruct,29
drifloon,8,sword-shield,destiny-bond,32
drifloon,8,sword-shield,baton-pass,36
drifloon,8,sword-shield,tailwind,40
drifloon,8,sword-shield,explosion,44
drilbur,8,sword-shield,mud-slap,1
drilbur,8,sword-shield,rapid-spin,1
drilbur,8,sword-shield,scratch,4
drilbur,8,sword-shield,hone-claws,8
drilbur,8,sword-shield,fury-swipes,12
drilbur,8,sword-shield,metal-claw,16
drilbur,8,sword-shield,sandstorm,20
drilbur,8,sword-shield,crush-claw,24
drilbur,8,sword-shield,rock-slide,28
drilbur,8,sword-shield,dig,32
drilbur,8,sword-shield,swords-dance,36
drilbur,8,sword-shield,drill-run,40
drilbur,8,sword-shield,earthquake,44
drilbur,8,sword-shield,fissure,48
drizzile,8,sword-shield,pound,1
drizzile,8,sword-shield,bind,1
drizzile,8,sword-shield,growl,1
drizzile,8,sword-shield,water-gun,1
drizzile,8,sword-shield,water-pulse,12
drizzile,8,sword-shield,tearful-look,19
drizzile,8,sword-shield,sucker-punch,24
drizzile,8,sword-shield,u-turn,30
drizzile,8,sword-shield,liquidation,36
drizzile,8,sword-shield,soak,42
drizzile,8,sword-shield,rain-dance,48
druddigon,8,sword-shield,scratch,1
druddigon,8,sword-shield,leer,1
druddigon,8,sword-shield,bite,5
druddigon,8,sword-shield,dragon-tail,10
druddigon,8,sword-shield,metal-claw,15
druddigon,8,sword-shield,scary-face,20
druddigon,8,sword-shield,slash,25
druddigon,8,sword-shield,dragon-claw,30
druddigon,8,sword-shield,hone-claws,35
druddigon,8,sword-shield,crunch,40
druddigon,8,sword-shield,iron-head,45
druddigon,8,sword-shield,outrage,50
druddigon,8,sword-shield,superpower,55
dubwool,8,sword-shield,tackle,1
dubwool,8,sword-shield,growl,1
dubwool,8,sword-shield,defense-curl,1
dubwool,8,sword-shield,copycat,1
dubwool,8,sword-shield,guard-split,12
dubwool,8,sword-shield,double-kick,16
dubwool,8,sword-shield,headbutt,21
dubwool,8,sword-shield,take-down,27
dubwool,8,sword-shield,guard-swap,32
dubwool,8,sword-shield,reversal,38
dubwool,8,sword-shield,cotton-guard,44
dubwool,8,sword-shield,double-edge,50
dubwool,8,sword-shield,last-resort,56
dugtrio,8,sword-shield,sand-tomb,0
dugtrio,8,sword-shield,scratch,1
dugtrio,8,sword-shield,sand-attack,1
dugtrio,8,sword-shield,growl,1
dugtrio,8,sword-shield,tri-attack,1
dugtrio,8,sword-shield,astonish,1
dugtrio,8,sword-shield,sand-tomb,1
dugtrio,8,sword-shield,night-slash,1
dugtrio,8,sword-shield,mud-slap,12
dugtrio,8,sword-shield,bulldoze,16
dugtrio,8,sword-shield,sucker-punch,20
dugtrio,8,sword-shield,slash,24
dugtrio,8,sword-shield,sandstorm,30
dugtrio,8,sword-shield,dig,36
dugtrio,8,sword-shield,earth-power,42
dugtrio,8,sword-shield,earthquake,48
dugtrio,8,sword-shield,fissure,54
dunsparce,8,sword-shield,defense-curl,1
dunsparce,8,sword-shield,flail,1
dunsparce,8,sword-shield,mud-slap,4
dunsparce,8,sword-shield,rollout,8
dunsparce,8,sword-shield,glare,12
dunsparce,8,sword-shield,screech,16
dunsparce,8,sword-shield,ancient-power,20
dunsparce,8,sword-shield,drill-run,24
dunsparce,8,sword-shield,yawn,28
dunsparce,8,sword-shield,body-slam,32
dunsparce,8,sword-shield,take-down,36
dunsparce,8,sword-shield,roost,40
dunsparce,8,sword-shield,dragon-rush,44
dunsparce,8,sword-shield,coil,48
dunsparce,8,sword-shield,double-edge,52
dunsparce,8,sword-shield,endeavor,56
duosion,8,sword-shield,confusion,1
duosion,8,sword-shield,recover,1
duosion,8,sword-shield,protect,1
duosion,8,sword-shield,endeavor,1
duosion,8,sword-shield,psybeam,12
duosion,8,sword-shield,charm,16
duosion,8,sword-shield,psyshock,20
duosion,8,sword-shield,light-screen,24
duosion,8,sword-shield,reflect,24
duosion,8,sword-shield,ally-switch,28
duosion,8,sword-shield,pain-split,35
duosion,8,sword-shield,psychic,40
duosion,8,sword-shield,skill-swap,46
duosion,8,sword-shield,future-sight,52
duosion,8,sword-shield,wonder-room,58
duraludon,8,sword-shield,leer,1
duraludon,8,sword-shield,metal-claw,1
duraludon,8,sword-shield,rock-smash,6
duraludon,8,sword-shield,hone-claws,12
duraludon,8,sword-shield,metal-sound,18
duraludon,8,sword-shield,breaking-swipe,24
duraludon,8,sword-shield,dragon-tail,30
duraludon,8,sword-shield,iron-defense,36
duraludon,8,sword-shield,laser-focus,42
duraludon,8,sword-shield,dragon-claw,48
duraludon,8,sword-shield,flash-cannon,54
duraludon,8,sword-shield,metal-burst,60
duraludon,8,sword-shield,hyper-beam,66
durant,8,sword-shield,sand-attack,1
durant,8,sword-shield,fury-cutter,1
durant,8,sword-shield,vice-grip,4
durant,8,sword-shield,metal-claw,8
durant,8,sword-shield,beat-up,12
durant,8,sword-shield,bug-bite,16
durant,8,sword-shield,bite,20
durant,8,sword-shield,agility,24
durant,8,sword-shield,dig,28
durant,8,sword-shield,x-scissor,32
durant,8,sword-shield,crunch,36
durant,8,sword-shield,metal-sound,40
durant,8,sword-shield,iron-head,44
durant,8,sword-shield,entrainment,48
durant,8,sword-shield,iron-defense,52
durant,8,sword-shield,guillotine,56
dusclops,8,sword-shield,shadow-punch,0
dusclops,8,sword-shield,fire-punch,1
dusclops,8,sword-shield,ice-punch,1
dusclops,8,sword-shield,thunder-punch,1
dusclops,8,sword-shield,bind,1
dusclops,8,sword-shield,leer,1
dusclops,8,sword-shield,disable,1
dusclops,8,sword-shield,astonish,1
dusclops,8,sword-shield,shadow-punch,1
dusclops,8,sword-shield,gravity,1
dusclops,8,sword-shield,shadow-sneak,1
dusclops,8,sword-shield,confuse-ray,12
dusclops,8,sword-shield,night-shade,16
dusclops,8,sword-shield,payback,20
dusclops,8,sword-shield,will-o-wisp,24
dusclops,8,sword-shield,mean-look,28
dusclops,8,sword-shield,hex,32
dusclops,8,sword-shield,curse,36
dusclops,8,sword-shield,shadow-ball,42
dusclops,8,sword-shield,future-sight,48
dusknoir,8,sword-shield,fire-punch,1
dusknoir,8,sword-shield,ice-punch,1
dusknoir,8,sword-shield,thunder-punch,1
dusknoir,8,sword-shield,bind,1
dusknoir,8,sword-shield,leer,1
dusknoir,8,sword-shield,disable,1
dusknoir,8,sword-shield,astonish,1
dusknoir,8,sword-shield,shadow-punch,1
dusknoir,8,sword-shield,gravity,1
dusknoir,8,sword-shield,shadow-sneak,1
dusknoir,8,sword-shield,confuse-ray,12
dusknoir,8,sword-shield,night-shade,16
dusknoir,8,sword-shield,payback,20
dusknoir,8,sword-shield,will-o-wisp,24
dusknoir,8,sword-shield,mean-look,28
dusknoir,8,sword-shield,hex,32
dusknoir,8,sword-shield,curse,36
dusknoir,8,sword-shield,shadow-ball,42
dusknoir,8,sword-shield,future-sight,48
dusknoir,8,sword-shield,destiny-bond,54
duskull,8,sword-shield,leer,1
duskull,8,sword-shield,astonish,1
duskull,8,sword-shield,disable,4
duskull,8,sword-shield,shadow-sneak,8
duskull,8,sword-shield,confuse-ray,12
duskull,8,sword-shield,night-shade,16
duskull,8,sword-shield,payback,20
duskull,8,sword-shield,will-o-wisp,24
duskull,8,sword-shield,mean-look,28
duskull,8,sword-shield,hex,32
duskull,8,sword-shield,curse,36
duskull,8,sword-shield,shadow-ball,40
duskull,8,sword-shield,future-sight,44
dwebble,8,sword-shield,sand-attack,1
dwebble,8,sword-shield,fury-cutter,1
dwebble,8,sword-shield,withdraw,4
dwebble,8,sword-shield,smack-down,8
dwebble,8,sword-shield,bug-bite,12
dwebble,8,sword-shield,flail,16
dwebble,8,sword-shield,slash,20
dwebble,8,sword-shield,rock-slide,24
dwebble,8,sword-shield,stealth-rock,28
dwebble,8,sword-shield,rock-blast,32
dwebble,8,sword-shield,x-scissor,36
dwebble,8,sword-shield,rock-polish,40
dwebble,8,sword-shield,shell-smash,44
dwebble,8,sword-shield,rock-wrecker,48
eevee,8,sword-shield,tackle,1
eevee,8,sword-shield,tail-whip,1
eevee,8,sword-shield,growl,1
eevee,8,sword-shield,helping-hand,1
eevee,8,sword-shield,covet,1
eevee,8,sword-shield,sand-attack,5
eevee,8,sword-shield,quick-attack,10
eevee,8,sword-shield,baby-doll-eyes,15
eevee,8,sword-shield,swift,20
eevee,8,sword-shield,bite,25
eevee,8,sword-shield,copycat,30
eevee,8,sword-shield,baton-pass,35
eevee,8,sword-shield,take-down,40
eevee,8,sword-shield,charm,45
eevee,8,sword-shield,double-edge,50
eevee,8,sword-shield,last-resort,55
eiscue-ice,8,sword-shield,tackle,1
eiscue-ice,8,sword-shield,powder-snow,1
eiscue-ice,8,sword-shield,mist,6
eiscue-ice,8,sword-shield,weather-ball,12
eiscue-ice,8,sword-shield,icy-wind,18
eiscue-ice,8,sword-shield,headbutt,24
eiscue-ice,8,sword-shield,amnesia,30
eiscue-ice,8,sword-shield,freeze-dry,36
eiscue-ice,8,sword-shield,hail,42
eiscue-ice,8,sword-shield,aurora-veil,48
eiscue-ice,8,sword-shield,surf,54
eiscue-ice,8,sword-shield,blizzard,60
eldegoss,8,sword-shield,cotton-spore,0
eldegoss,8,sword-shield,sing,1
eldegoss,8,sword-shield,cotton-spore,1
eldegoss,8,sword-shield,rapid-spin,1
eldegoss,8,sword-shield,sweet-scent,1
eldegoss,8,sword-shield,leafage,1
eldegoss,8,sword-shield,razor-leaf,12
eldegoss,8,sword-shield,round,16
eldegoss,8,sword-shield,leaf-tornado,23
eldegoss,8,sword-shield,synthesis,28
eldegoss,8,sword-shield,hyper-voice,34
eldegoss,8,sword-shield,aromatherapy,40
eldegoss,8,sword-shield,leaf-storm,46
eldegoss,8,sword-shield,cotton-guard,52
electabuzz,8,sword-shield,leer,1
electabuzz,8,sword-shield,thunder-shock,1
electabuzz,8,sword-shield,quick-attack,1
electabuzz,8,sword-shield,charge,1
electabuzz,8,sword-shield,swift,12
electabuzz,8,sword-shield,shock-wave,16
electabuzz,8,sword-shield,thunder-wave,20
electabuzz,8,sword-shield,screech,24
electabuzz,8,sword-shield,thunder-punch,28
electabuzz,8,sword-shield,discharge,34
electabuzz,8,sword-shield,low-kick,40
electabuzz,8,sword-shield,thunderbolt,46
electabuzz,8,sword-shield,light-screen,52
electabuzz,8,sword-shield,thunder,58
electabuzz,8,sword-shield,giga-impact,64
electivire,8,sword-shield,leer,1
electivire,8,sword-shield,thunder-shock,1
electivire,8,sword-shield,quick-attack,1
electivire,8,sword-shield,charge,1
electivire,8,sword-shield,swift,12
electivire,8,sword-shield,shock-wave,16
electivire,8,sword-shield,thunder-wave,20
electivire,8,sword-shield,screech,24
electivire,8,sword-shield,thunder-punch,28
electivire,8,sword-shield,discharge,34
electivire,8,sword-shield,low-kick,40
electivire,8,sword-shield,thunderbolt,46
electivire,8,sword-shield,light-screen,52
electivire,8,sword-shield,thunder,58
electivire,8,sword-shield,giga-impact,64
electrike,8,sword-shield,tackle,1
electrike,8,sword-shield,thunder-wave,1
electrike,8,sword-shield,leer,4
electrike,8,sword-shield,howl,8
electrike,8,sword-shield,quick-attack,12
electrike,8,sword-shield,shock-wave,16
electrike,8,sword-shield,bite,20
electrike,8,sword-shield,thunder-fang,24
electrike,8,sword-shield,roar,28
electrike,8,sword-shield,discharge,32
electrike,8,sword-shield,charge,36
electrike,8,sword-shield,wild-charge,40
electrike,8,sword-shield,thunder,44
elekid,8,sword-shield,leer,1
elekid,8,sword-shield,quick-attack,1
elekid,8,sword-shield,thunder-shock,4
elekid,8,sword-shield,charge,8
elekid,8,sword-shield,swift,12
elekid,8,sword-shield,shock-wave,16
elekid,8,sword-shield,thunder-wave,20
elekid,8,sword-shield,screech,24
elekid,8,sword-shield,thunder-punch,28
elekid,8,sword-shield,discharge,32
elekid,8,sword-shield,low-kick,36
elekid,8,sword-shield,thunderbolt,40
elekid,8,sword-shield,light-screen,44
elekid,8,sword-shield,thunder,48
elgyem,8,sword-shield,growl,1
elgyem,8,sword-shield,confusion,1
elgyem,8,sword-shield,imprison,6
elgyem,8,sword-shield,teleport,12
elgyem,8,sword-shield,psybeam,18
elgyem,8,sword-shield,guard-split,24
elgyem,8,sword-shield,power-split,24
elgyem,8,sword-shield,headbutt,30
elgyem,8,sword-shield,zen-headbutt,36
elgyem,8,sword-shield,recover,43
elgyem,8,sword-shield,calm-mind,48
elgyem,8,sword-shield,wonder-room,54
elgyem,8,sword-shield,psychic,60
emolga,8,sword-shield,tail-whip,1
emolga,8,sword-shield,nuzzle,1
emolga,8,sword-shield,double-team,5
emolga,8,sword-shield,quick-attack,10
emolga,8,sword-shield,thunder-shock,15
emolga,8,sword-shield,charge,20
emolga,8,sword-shield,acrobatics,25
emolga,8,sword-shield,spark,30
emolga,8,sword-shield,encore,35
emolga,8,sword-shield,volt-switch,40
emolga,8,sword-shield,light-screen,45
emolga,8,sword-shield,discharge,50
emolga,8,sword-shield,agility,55
entei,8,sword-shield,stomp,1
entei,8,sword-shield,leer,1
entei,8,sword-shield,ember,1
entei,8,sword-shield,smokescreen,1
entei,8,sword-shield,sacred-fire,1
entei,8,sword-shield,extreme-speed,1
entei,8,sword-shield,flame-wheel,6
entei,8,sword-shield,bite,12
entei,8,sword-shield,calm-mind,18
entei,8,sword-shield,roar,24
entei,8,sword-shield,fire-fang,30
entei,8,sword-shield,scary-face,36
entei,8,sword-shield,crunch,42
entei,8,sword-shield,extrasensory,48
entei,8,sword-shield,lava-plume,54
entei,8,sword-shield,swagger,60
entei,8,sword-shield,sunny-day,66
entei,8,sword-shield,fire-blast,72
entei,8,sword-shield,eruption,78
escavalier,8,sword-shield,take-down,1
escavalier,8,sword-shield,double-edge,1
escavalier,8,sword-shield,leer,1
escavalier,8,sword-shield,peck,1
escavalier,8,sword-shield,flail,1
escavalier,8,sword-shield,scary-face,1
escavalier,8,sword-shield,endure,1
escavalier,8,sword-shield,fury-cutter,1
escavalier,8,sword-shield,quick-guard,1
escavalier,8,sword-shield,fell-stinger,1
escavalier,8,sword-shield,false-swipe,12
escavalier,8,sword-shield,acid-spray,16
escavalier,8,sword-shield,headbutt,20
escavalier,8,sword-shield,reversal,24
escavalier,8,sword-shield,iron-defense,28
escavalier,8,sword-shield,x-scissor,32
escavalier,8,sword-shield,swords-dance,36
escavalier,8,sword-shield,iron-head,40
escavalier,8,sword-shield,bug-buzz,44
escavalier,8,sword-shield,giga-impact,48
escavalier,8,sword-shield,metal-burst,52
espeon,8,sword-shield,confusion,0
espeon,8,sword-shield,tackle,1
espeon,8,sword-shield,take-down,1
espeon,8,sword-shield,double-edge,1
espeon,8,sword-shield,tail-whip,1
espeon,8,sword-shield,bite,1
espeon,8,sword-shield,growl,1
espeon,8,sword-shield,confusion,1
espeon,8,sword-shield,charm,1
espeon,8,sword-shield,baton-pass,1
espeon,8,sword-shield,helping-hand,1
espeon,8,sword-shield,covet,1
espeon,8,sword-shield,copycat,1
espeon,8,sword-shield,sand-attack,5
espeon,8,sword-shield,quick-attack,10
espeon,8,sword-shield,baby-doll-eyes,15
espeon,8,sword-shield,swift,20
espeon,8,sword-shield,psybeam,25
espeon,8,sword-shield,morning-sun,30
espeon,8,sword-shield,power-swap,35
espeon,8,sword-shield,psychic,40
espeon,8,sword-shield,psych-up,45
espeon,8,sword-shield,future-sight,50
espeon,8,sword-shield,last-resort,55
espurr,8,sword-shield,scratch,1
espurr,8,sword-shield,leer,1
espurr,8,sword-shield,fake-out,3
espurr,8,sword-shield,disarming-voice,6
espurr,8,sword-shield,confusion,9
espurr,8,sword-shield,covet,18
espurr,8,sword-shield,psybeam,21
espurr,8,sword-shield,light-screen,30
espurr,8,sword-shield,reflect,30
espurr,8,sword-shield,psyshock,33
eternatus,8,sword-shield,agility,1
eternatus,8,sword-shield,confuse-ray,1
eternatus,8,sword-shield,poison-tail,1
eternatus,8,sword-shield,dragon-tail,1
eternatus,8,sword-shield,toxic,8
eternatus,8,sword-shield,venoshock,16
eternatus,8,sword-shield,dragon-dance,24
eternatus,8,sword-shield,cross-poison,32
eternatus,8,sword-shield,dragon-pulse,40
eternatus,8,sword-shield,flamethrower,48
eternatus,8,sword-shield,dynamax-cannon,56
eternatus,8,sword-shield,cosmic-power,64
eternatus,8,sword-shield,recover,72
eternatus,8,sword-shield,hyper-beam,80
eternatus,8,sword-shield,eternabeam,88
excadrill,8,sword-shield,horn-drill,0
excadrill,8,sword-shield,scratch,1
excadrill,8,sword-shield,horn-drill,1
excadrill,8,sword-shield,mud-slap,1
excadrill,8,sword-shield,rapid-spin,1
excadrill,8,sword-shield,hone-claws,1
excadrill,8,sword-shield,fury-swipes,12
excadrill,8,sword-shield,metal-claw,16
excadrill,8,sword-shield,sandstorm,20
excadrill,8,sword-shield,crush-claw,24
excadrill,8,sword-shield,rock-slide,28
excadrill,8,sword-shield,dig,34
excadrill,8,sword-shield,swords-dance,40
excadrill,8,sword-shield,drill-run,46
excadrill,8,sword-shield,earthquake,52
excadrill,8,sword-shield,fissure,58
exeggcute,8,sword-shield,absorb,1
exeggcute,8,sword-shield,hypnosis,1
exeggcute,8,sword-shield,reflect,5
exeggcute,8,sword-shield,leech-seed,10
exeggcute,8,sword-shield,mega-drain,15
exeggcute,8,sword-shield,confusion,20
exeggcute,8,sword-shield,synthesis,25
exeggcute,8,sword-shield,bullet-seed,30
exeggcute,8,sword-shield,giga-drain,35
exeggcute,8,sword-shield,extrasensory,40
exeggcute,8,sword-shield,uproar,45
exeggcute,8,sword-shield,worry-seed,50
exeggcute,8,sword-shield,solar-beam,55
exeggutor,8,sword-shield,stomp,0
exeggutor,8,sword-shield,stomp,1
exeggutor,8,sword-shield,absorb,1
exeggutor,8,sword-shield,mega-drain,1
exeggutor,8,sword-shield,leech-seed,1
exeggutor,8,sword-shield,solar-beam,1
exeggutor,8,sword-shield,confusion,1
exeggutor,8,sword-shield,hypnosis,1
exeggutor,8,sword-shield,reflect,1
exeggutor,8,sword-shield,giga-drain,1
exeggutor,8,sword-shield,synthesis,1
exeggutor,8,sword-shield,uproar,1
exeggutor,8,sword-shield,extrasensory,1
exeggutor,8,sword-shield,bullet-seed,1
exeggutor,8,sword-shield,worry-seed,1
exeggutor,8,sword-shield,seed-bomb,1
exeggutor,8,sword-shield,leaf-storm,1
exeggutor,8,sword-shield,wood-hammer,1
exeggutor,8,sword-shield,psyshock,1
exploud,8,sword-shield,crunch,0
exploud,8,sword-shield,pound,1
exploud,8,sword-shield,bite,1
exploud,8,sword-shield,crunch,1
exploud,8,sword-shield,astonish,1
exploud,8,sword-shield,howl,1
exploud,8,sword-shield,thunder-fang,1
exploud,8,sword-shield,ice-fang,1
exploud,8,sword-shield,fire-fang,1
exploud,8,sword-shield,echoed-voice,1
exploud,8,sword-shield,rest,15
exploud,8,sword-shield,sleep-talk,15
exploud,8,sword-shield,stomp,23
exploud,8,sword-shield,roar,29
exploud,8,sword-shield,supersonic,36
exploud,8,sword-shield,uproar,45
exploud,8,sword-shield,screech,54
exploud,8,sword-shield,hyper-voice,63
exploud,8,sword-shield,boomburst,72
exploud,8,sword-shield,hyper-beam,81
falinks,8,sword-shield,tackle,1
falinks,8,sword-shield,protect,1
falinks,8,sword-shield,rock-smash,5
falinks,8,sword-shield,focus-energy,10
falinks,8,sword-shield,headbutt,15
falinks,8,sword-shield,bulk-up,20
falinks,8,sword-shield,endure,25
falinks,8,sword-shield,reversal,30
falinks,8,sword-shield,first-impression,35
falinks,8,sword-shield,no-retreat,40
falinks,8,sword-shield,iron-defense,45
falinks,8,sword-shield,close-combat,50
falinks,8,sword-shield,megahorn,55
falinks,8,sword-shield,counter,60
farfetchd,8,sword-shield,sand-attack,1
farfetchd,8,sword-shield,peck,1
farfetchd,8,sword-shield,leer,5
farfetchd,8,sword-shield,fury-cutter,10
farfetchd,8,sword-shield,cut,15
farfetchd,8,sword-shield,aerial-ace,20
farfetchd,8,sword-shield,air-cutter,25
farfetchd,8,sword-shield,knock-off,30
farfetchd,8,sword-shield,false-swipe,35
farfetchd,8,sword-shield,slash,40
farfetchd,8,sword-shield,swords-dance,45
farfetchd,8,sword-shield,air-slash,50
farfetchd,8,sword-shield,leaf-blade,55
farfetchd,8,sword-shield,agility,60
farfetchd,8,sword-shield,brave-bird,65
feebas,8,sword-shield,splash,1
feebas,8,sword-shield,tackle,15
feebas,8,sword-shield,flail,25
ferroseed,8,sword-shield,tackle,1
ferroseed,8,sword-shield,harden,1
ferroseed,8,sword-shield,metal-claw,5
ferroseed,8,sword-shield,pin-missile,10
ferroseed,8,sword-shield,ingrain,15
ferroseed,8,sword-shield,flash-cannon,20
ferroseed,8,sword-shield,iron-head,25
ferroseed,8,sword-shield,self-destruct,30
ferroseed,8,sword-shield,iron-defense,35
ferroseed,8,sword-shield,curse,41
ferroseed,8,sword-shield,gyro-ball,45
ferroseed,8,sword-shield,explosion,50
ferrothorn,8,sword-shield,power-whip,0
ferrothorn,8,sword-shield,tackle,1
ferrothorn,8,sword-shield,pin-missile,1
ferrothorn,8,sword-shield,harden,1
ferrothorn,8,sword-shield,metal-claw,1
ferrothorn,8,sword-shield,power-whip,1
ferrothorn,8,sword-shield,ingrain,15
ferrothorn,8,sword-shield,flash-cannon,20
ferrothorn,8,sword-shield,iron-head,25
ferrothorn,8,sword-shield,self-destruct,30
ferrothorn,8,sword-shield,iron-defense,35
ferrothorn,8,sword-shield,curse,43
ferrothorn,8,sword-shield,gyro-ball,49
ferrothorn,8,sword-shield,explosion,56
flapple,8,sword-shield,wing-attack,0
flapple,8,sword-shield,wing-attack,1
flapple,8,sword-shield,growth,1
flapple,8,sword-shield,withdraw,1
flapple,8,sword-shield,twister,1
flapple,8,sword-shield,recycle,1
flapple,8,sword-shield,astonish,1
flapple,8,sword-shield,acid-spray,4
flapple,8,sword-shield,acrobatics,8
flapple,8,sword-shield,leech-seed,12
flapple,8,sword-shield,protect,16
flapple,8,sword-shield,dragon-breath,20
flapple,8,sword-shield,dragon-dance,24
flapple,8,sword-shield,dragon-pulse,28
flapple,8,sword-shield,grav-apple,32
flapple,8,sword-shield,iron-defense,36
flapple,8,sword-shield,fly,40
flapple,8,sword-shield,dragon-rush,44
flareon,8,sword-shield,ember,0
flareon,8,sword-shield,tackle,1
flareon,8,sword-shield,take-down,1
flareon,8,sword-shield,double-edge,1
flareon,8,sword-shield,tail-whip,1
flareon,8,sword-shield,growl,1
flareon,8,sword-shield,ember,1
flareon,8,sword-shield,swift,1
flareon,8,sword-shield,charm,1
flareon,8,sword-shield,baton-pass,1
flareon,8,sword-shield,helping-hand,1
flareon,8,sword-shield,covet,1
flareon,8,sword-shield,copycat,1
flareon,8,sword-shield,sand-attack,5
flareon,8,sword-shield,quick-attack,10
flareon,8,sword-shield,baby-doll-eyes,15
flareon,8,sword-shield,smog,20
flareon,8,sword-shield,bite,25
flareon,8,sword-shield,fire-fang,30
flareon,8,sword-shield,fire-spin,35
flareon,8,sword-shield,lava-plume,40
flareon,8,sword-shield,scary-face,45
flareon,8,sword-shield,flare-blitz,50
flareon,8,sword-shield,last-resort,55
fletchinder,8,sword-shield,flame-charge,0
fletchinder,8,sword-shield,growl,1
fletchinder,8,sword-shield,ember,1
fletchinder,8,sword-shield,peck,1
fletchinder,8,sword-shield,quick-attack,1
fletchinder,8,sword-shield,feint,1
fletchinder,8,sword-shield,flame-charge,1
fletchinder,8,sword-shield,flail,15
fletchinder,8,sword-shield,acrobatics,22
fletchinder,8,sword-shield,agility,29
fletchinder,8,sword-shield,aerial-ace,36
fletchinder,8,sword-shield,tailwind,43
fletchinder,8,sword-shield,steel-wing,50
fletchinder,8,sword-shield,roost,57
fletchinder,8,sword-shield,fly,64
fletchling,8,sword-shield,growl,1
fletchling,8,sword-shield,peck,1
fletchling,8,sword-shield,quick-attack,5
fletchling,8,sword-shield,ember,10
fletchling,8,sword-shield,flail,15
fletchling,8,sword-shield,acrobatics,20
fletchling,8,sword-shield,agility,25
fletchling,8,sword-shield,aerial-ace,30
fletchling,8,sword-shield,tailwind,35
fletchling,8,sword-shield,steel-wing,40
fletchling,8,sword-shield,roost,45
fletchling,8,sword-shield,fly,50
flygon,8,sword-shield,dragon-claw,0
flygon,8,sword-shield,sand-attack,1
flygon,8,sword-shield,bite,1
flygon,8,sword-shield,supersonic,1
flygon,8,sword-shield,fissure,1
flygon,8,sword-shield,dig,1
flygon,8,sword-shield,dragon-breath,1
flygon,8,sword-shield,crunch,1
flygon,8,sword-shield,superpower,1
flygon,8,sword-shield,astonish,1
flygon,8,sword-shield,dragon-claw,1
flygon,8,sword-shield,dragon-dance,1
flygon,8,sword-shield,feint,1
flygon,8,sword-shield,bulldoze,1
flygon,8,sword-shield,laser-focus,1
flygon,8,sword-shield,mud-slap,12
flygon,8,sword-shield,sand-tomb,16
flygon,8,sword-shield,dragon-tail,20
flygon,8,sword-shield,screech,24
flygon,8,sword-shield,bug-buzz,28
flygon,8,sword-shield,sandstorm,32
flygon,8,sword-shield,earth-power,38
flygon,8,sword-shield,earthquake,44
flygon,8,sword-shield,uproar,52
flygon,8,sword-shield,dragon-rush,60
flygon,8,sword-shield,boomburst,68
fomantis,8,sword-shield,fury-cutter,1
fomantis,8,sword-shield,leafage,1
fomantis,8,sword-shield,growth,5
fomantis,8,sword-shield,ingrain,10
fomantis,8,sword-shield,razor-leaf,15
fomantis,8,sword-shield,sweet-scent,20
fomantis,8,sword-shield,slash,25
fomantis,8,sword-shield,x-scissor,30
fomantis,8,sword-shield,synthesis,35
fomantis,8,sword-shield,leaf-blade,40
fomantis,8,sword-shield,sunny-day,45
fomantis,8,sword-shield,solar-beam,50
foongus,8,sword-shield,absorb,1
foongus,8,sword-shield,astonish,1
foongus,8,sword-shield,growth,4
foongus,8,sword-shield,stun-spore,8
foongus,8,sword-shield,mega-drain,12
foongus,8,sword-shield,synthesis,16
foongus,8,sword-shield,clear-smog,20
foongus,8,sword-shield,sweet-scent,24
foongus,8,sword-shield,giga-drain,28
foongus,8,sword-shield,ingrain,32
foongus,8,sword-shield,toxic,36
foongus,8,sword-shield,rage-powder,40
foongus,8,sword-shield,solar-beam,44
foongus,8,sword-shield,spore,48
fraxure,8,sword-shield,scratch,1
fraxure,8,sword-shield,leer,1
fraxure,8,sword-shield,bite,1
fraxure,8,sword-shield,false-swipe,1
fraxure,8,sword-shield,assurance,9
fraxure,8,sword-shield,taunt,12
fraxure,8,sword-shield,slash,15
fraxure,8,sword-shield,dragon-claw,18
fraxure,8,sword-shield,scary-face,21
fraxure,8,sword-shield,crunch,24
fraxure,8,sword-shield,dragon-dance,27
fraxure,8,sword-shield,dual-chop,30
fraxure,8,sword-shield,laser-focus,33
fraxure,8,sword-shield,dragon-pulse,36
fraxure,8,sword-shield,swords-dance,41
fraxure,8,sword-shield,outrage,46
fraxure,8,sword-shield,guillotine,51
fraxure,8,sword-shield,giga-impact,56
frillish-male,8,sword-shield,water-gun,1
frillish-male,8,sword-shield,absorb,1
frillish-male,8,sword-shield,poison-sting,4
frillish-male,8,sword-shield,night-shade,8
frillish-male,8,sword-shield,water-pulse,12
frillish-male,8,sword-shield,rain-dance,16
frillish-male,8,sword-shield,hex,20
frillish-male,8,sword-shield,brine,24
frillish-male,8,sword-shield,recover,28
frillish-male,8,sword-shield,shadow-ball,32
frillish-male,8,sword-shield,whirlpool,36
frillish-male,8,sword-shield,hydro-pump,41
frillish-male,8,sword-shield,destiny-bond,44
frillish-male,8,sword-shield,water-spout,48
froslass,8,sword-shield,hex,0
froslass,8,sword-shield,headbutt,1
froslass,8,sword-shield,leer,1
froslass,8,sword-shield,bite,1
